abalanzar;ekilibrar
recontarás;rekontaras
recontaré;rekontare
recontaí;rekontai
recontaía;rekontaia
recontaíamos;rekontaiamos
recontaían;rekontaian
recontaías;rekontaias
reconvertieron;rekonvertieron
reconvertimos;rekonvertimos
reconvertiremos;rekonvertiremos
reconvertirá;rekonvertira
reconvertirán;rekonvertiran
reconvertirás;rekonvertiras
reconvertiré;rekonvertire
reconvertiste;rekonvertiste
reconvertió;rekonvertio
reconvertí;rekonverti
reconvertía;rekonvertia
reconvertíamos;rekonvertiamos
reconvertían;rekonvertian
reconvertías;rekonvertias
recordar;akodrar
recostaieron;rekostaieron
recostaimos;rekostaimos
recostaiste;rekostaiste
recostaió;rekostaio
recostaremos;rekostaremos
recostará;rekostara
recostarán;rekostaran
recostarás;rekostaras
recostaré;rekostare
recostaí;rekostai
recostaía;rekostaia
recostaíamos;rekostaiamos
recostaían;rekostaian
recostaías;rekostaias
recrudeceremos;rekrudeseremos
recrudecerá;rekrudesera
recrudecerán;rekrudeseran
recrudecerás;rekrudeseras
recrudeceré;rekrudesere
recrudecieron;rekrudesieron
recrudecimos;rekrudesimos
recrudeciste;rekrudesiste
recrudeció;rekrudesio
recrudecí;rekrudesi
recrudecía;rekrudesia
recrudecíamos;rekrudesiamos
recrudecían;rekrudesian
recrudecías;rekrudesias
rectificaieron;rektifikaieron
rectificaimos;rektifikaimos
rectificaiste;rektifikaiste
rectificaió;rektifikaio
rectificaremos;rektifikaremos
rectificará;rektifikara
rectificarán;rektifikaran
rectificarás;rektifikaras
rectificaré;rektifikare
rectificaí;rektifikai
rectificaía;rektifikaia
rectificaíamos;rektifikaiamos
rectificaían;rektifikaian
rectificaías;rektifikaias
recuerdo;akodransa
recuperar;rekuperar
recíprocamente;resiprokamente
redacción;redaksion
redactar;redaktar
redargüieron;redarguieron
redargüimos;redarguimos
redargüiremos;redarguiremos
redargüirá;redarguira
redargüirán;redarguiran
redargüirás;redarguiras
redargüiré;redarguire
redargüiste;redarguiste
redargüió;redarguio
redargüí;redargui
redargüía;redarguia
redargüíamos;redarguiamos
redargüían;redarguian
redargüías;redarguias
redecieron;redesieron
redecimos;redesimos
redeciremos;redeziremos
redecirá;redezira
redecirán;redeziran
redecirás;redeziras
redeciré;redezire
redeciste;redesiste
redeció;redesio
redecí;redeci
redecía;redecia
redecíamos;redeciamos
redecían;redecian
redecías;redecias
redirigieron;rediridjieron
redirigimos;rediridjimos
redirigiremos;rediridjiremos
redirigirá;rediridjira
redirigirán;rediridjiran
redirigirás;rediridjiras
redirigiré;rediridjire
redirigiste;rediridjiste
redirigió;rediridjio
redirigí;redirigi
redirigía;redirigia
redirigíamos;redirigiamos
redirigían;redirigian
redirigías;redirigias
reducir;enchikeser
ree;ree
reelegieron;reeledjieron
reelegimos;reeledjimos
reelegiremos;reeledjiremos
reelegirá;reeledjira
reelegirán;reeledjiran
reelegirás;reeledjiras
reelegiré;reeledjire
reelegiste;reeledjiste
reelegió;reeledjio
reelegí;reelegi
reelegía;reelegia
reelegíamos;reelegiamos
reelegían;reelegian
reelegías;reelegias
reemplazar;meter en lugar de
reen;reen
rees;rees
reexpedieron;reexpedieron
reexpedimos;reexpedimos
reexpediremos;reexpediremos
reexpedirá;reexpedira
reexpedirán;reexpediran
reexpedirás;reexpediras
reexpediré;reexpedire
reexpediste;reexpediste
reexpedió;reexpedio
reexpedí;reexpedi
reexpedía;reexpedia
reexpedíamos;reexpediamos
reexpedían;reexpedian
reexpedías;reexpedias
referieron;referieron
referimos;referimos
referiremos;referiremos
referirseemos;referirseemos
referirseá;referirsea
referirseán;referirsean
referirseás;referirseas
referirseé;referirsee
referirsieron;referirsieron
referirsimos;referirsimos
referirsiste;referirsiste
referirsió;referirsio
referirsí;referirsi
referirsía;referirsia
referirsíamos;referirsiamos
referirsían;referirsian
referirsías;referirsias
referirá;referira
referirán;referiran
referirás;referiras
referiré;referire
referiste;referiste
referió;referio
referí;referi
refería;referia
referíamos;referiamos
referían;referian
referías;referias
reforzaieron;reforzaieron
reforzaimos;reforzaimos
reforzaiste;reforzaiste
reforzaió;reforzaio
reforzaremos;reforsaremos
reforzará;reforsara
reforzarán;reforsaran
reforzarás;reforsaras
reforzaré;reforsare
reforzaí;reforzai
reforzaía;reforzaia
reforzaíamos;reforzaiamos
reforzaían;reforzaian
reforzaías;reforzaias
refrescaieron;refreskaieron
refrescaimos;refreskaimos
refrescaiste;refreskaiste
refrescaió;refreskaio
refrescaremos;refreskaremos
refrescará;refreskara
refrescarán;refreskaran
refrescarás;refreskaras
refrescaré;refreskare
refrescaí;refreskai
refrescaía;refreskaia
refrescaíamos;refreskaiamos
refrescaían;refreskaian
refrescaías;refreskaias
refrán;refran
refríieron;refrieron
refríimos;refrimos
refríiste;refriste
refríió;refrio
refríremos;refriremos
refrírá;refrira
refrírán;refriran
refrírás;refriras
refríré;refrire
refrí;refri
refría;refria
refríamos;refriamos
refrían;refrian
refrías;refrias
refugiarse;refujiarse
regalar;arregalar
regalar;azer regalo
regaló;regalo
regar;arrozar
regar;arrufyar
regieron;redjieron
regimos;redjimos
regiremos;redjiremos
regirá;redjira
regirán;redjiran
regirás;redjiras
regiré;redjire
registe;redjiste
regió;redjio
región;rejion
regla;regla
regí;regi
regía;regia
regíamos;regiamos
regían;regian
regías;regias
rehaceremos;reaseremos
rehacerá;reasera
rehacerán;reaseran
rehacerás;reaseras
rehaceré;reasere
rehacieron;reasieron
rehacimos;reasimos
rehaciste;reasiste
rehació;reasio
rehací;reasi
rehacía;reasia
rehacíamos;reasiamos
rehacían;reasian
rehacías;reasias
rehuieron;reuieron
rehuimos;reuimos
rehuiremos;reuiremos
rehuirá;reuira
rehuirán;reuiran
rehuirás;reuiras
rehuiré;reuire
rehuiste;reuiste
rehuió;reuio
rehusar;refuzar
rehuí;reui
rehuía;reuia
rehuíamos;reuiamos
rehuían;reuian
rehuías;reuias
reieron;reieron
reimos;reimos
reiremos;reiremos
reirá;reira
reirán;reiran
reirás;reiras
reiré;reire
reiste;reiste
reió;reio
rejuveneceremos;rejuveneseremos
rejuvenecerá;rejuvenesera
rejuvenecerán;rejuveneseran
rejuvenecerás;rejuveneseras
rejuveneceré;rejuvenesere
rejuvenecieron;rejuvenesieron
rejuvenecimos;rejuvenesimos
rejuveneciste;rejuvenesiste
rejuveneció;rejuvenesio
rejuvenecí;rejuvenesi
rejuvenecía;rejuvenesia
rejuvenecíamos;rejuvenesiamos
rejuvenecían;rejuvenesian
rejuvenecías;rejuvenesias
religioso;relijiozo
religión;relijion
rellenar;inchir
reloj;ora
relucieron;relusieron
relucimos;relusimos
reluciremos;reluziremos
relucirá;reluzira
relucirán;reluziran
relucirás;reluziras
reluciré;reluzire
reluciste;relusiste
relució;relusio
relucí;reluci
relucía;relucia
relucíamos;reluciamos
relucían;relucian
relucías;relucias
remangaieron;remangaieron
remangaimos;remangaimos
remangaiste;remangaiste
remangaió;remangaio
remangaremos;remangaremos
remangará;remangara
remangarán;remangaran
remangarás;remangaras
remangaré;remangare
remangaí;remangai
remangaía;remangaia
remangaíamos;remangaiamos
remangaían;remangaian
remangaías;remangaias
rematar;arrematar
remedia;demedia
remedia;remedia
remedio;demedio
remedio;remedio
remendaieron;remendaieron
remendaimos;remendaimos
remendaiste;remendaiste
remendaió;remendaio
remendaremos;remendaremos
remendará;remendara
remendarán;remendaran
remendarás;remendaras
remendaré;remendare
remendaí;remendai
remendaía;remendaia
remendaíamos;remendaiamos
remendaían;remendaian
remendaías;remendaias
remolcaieron;remolkaieron
remolcaimos;remolkaimos
remolcaiste;remolkaiste
remolcaió;remolkaio
remolcaremos;remolkaremos
remolcará;remolkara
remolcarán;remolkaran
remolcarás;remolkaras
remolcaré;remolkare
remolcaí;remolkai
remolcaía;remolkaia
remolcaíamos;remolkaiamos
remolcaían;remolkaian
remolcaías;remolkaias
remorderemos;remodreremos
remorderá;remodrera
remorderán;remodreran
remorderás;remodreras
remorderé;remodrere
remordieron;remodrieron
remordimos;remodrimos
remordiste;remodriste
remordió;remodrio
remordí;remodri
remordía;remodria
remordíamos;remodriamos
remordían;remodrian
remordías;remodrias
removeremos;removeremos
removerá;removera
removerán;removeran
removerás;removeras
removeré;removere
removieron;removieron
removimos;removimos
removiste;removiste
removió;removio
removí;removi
removía;removia
removíamos;removiamos
removían;removian
removías;removias
renaceremos;renaseremos
renacerá;renasera
renacerán;renaseran
renacerás;renaseras
renaceré;renasere
renacieron;renasieron
renacimos;renasimos
renaciste;renasiste
renació;renasio
renací;renasi
renacía;renasia
renacíamos;renasiamos
renacían;renasian
renacías;renasias
rencor;renkor
rendir;render
rendirse;renderse
renegaieron;renegaieron
renegaimos;renegaimos
renegaiste;renegaiste
renegaió;renegaio
renegaremos;renegaremos
renegará;renegara
renegarán;renegaran
renegarás;renegaras
renegaré;renegare
renegaí;renegai
renegaía;renegaia
renegaíamos;renegaiamos
renegaían;renegaian
renegaías;renegaias
renovar;renovelar
renunciar;esvachearse
reo;reo
reojo;arrebashamiento
reorganizaieron;reorganizaieron
reorganizaimos;reorganizaimos
reorganizaiste;reorganizaiste
reorganizaió;reorganizaio
reorganizaremos;reorganisaremos
reorganizará;reorganisara
reorganizarán;reorganisaran
reorganizarás;reorganisaras
reorganizaré;reorganisare
reorganizaí;reorganizai
reorganizaía;reorganizaia
reorganizaíamos;reorganizaiamos
reorganizaían;reorganizaian
reorganizaías;reorganizaias
reparar;adovar
reparar;reparar
repartir;espartir
repatriaieron;repatriaieron
repatriaimos;repatriaimos
repatriaiste;repatriaiste
repatriaió;repatriaio
repatriaremos;repatriaremos
repatriará;repatriara
repatriarán;repatriaran
repatriarás;repatriaras
repatriaré;repatriare
repatriaí;repatriai
repatriaía;repatriaia
repatriaíamos;repatriaiamos
repatriaían;repatriaian
repatriaías;repatriaias
repensaieron;repensaieron
repensaimos;repensaimos
repensaiste;repensaiste
repensaió;repensaio
repensaremos;repensaremos
repensará;repensara
repensarán;repensaran
repensarás;repensaras
repensaré;repensare
repensaí;repensai
repensaía;repensaia
repensaíamos;repensaiamos
repensaían;repensaian
repensaías;repensaias
repercusión;reperkusion
repetido;repetido
repetir;repetar
repicaieron;repikaieron
repicaimos;repikaimos
repicaiste;repikaiste
repicaió;repikaio
repicaremos;repikaremos
repicará;repikara
repicarán;repikaran
repicarás;repikaras
repicaré;repikare
repicaí;repikai
repicaía;repikaia
repicaíamos;repikaiamos
repicaían;repikaian
repicaías;repikaias
replegaieron;replegaieron
replegaimos;replegaimos
replegaiste;replegaiste
replegaió;replegaio
replegaremos;replegaremos
replegará;replegara
replegarán;replegaran
replegarás;replegaras
replegaré;replegare
replegaí;replegai
replegaía;replegaia
replegaíamos;replegaiamos
replegaían;replegaian
replegaías;replegaias
replica;replika
replicaba;replikaba
replicaban;replikaban
replicabas;replikabas
replicamos;replikamos
replican;replikan
replicar;replikar
replicaremos;replikaremos
replicaron;replikaron
replicará;replikara
replicarán;replikaran
replicarás;replikaras
replicaré;replikare
replicas;replikas
replicaste;replikaste
replico;repliko
replicábamos;replicabamos
replicé;replice
replicó;replico
repoblaieron;repoblaieron
repoblaimos;repoblaimos
repoblaiste;repoblaiste
repoblaió;repoblaio
repoblaremos;repoblaremos
repoblará;repoblara
repoblarán;repoblaran
repoblarás;repoblaras
repoblaré;repoblare
repoblaí;repoblai
repoblaía;repoblaia
repoblaíamos;repoblaiamos
repoblaían;repoblaian
repoblaías;repoblaias
reponeremos;reponeremos
reponerá;reponera
reponerán;reponeran
reponerás;reponeras
reponeré;reponere
reponieron;reponieron
reponimos;reponimos
reponiste;reponiste
reponió;reponio
reponí;reponi
reponía;reponia
reponíamos;reponiamos
reponían;reponian
reponías;reponias
reportaje;reportaje
reposa;repoza
reposo;repozo
reprobaieron;reprobaieron
reprobaimos;reprobaimos
reprobaiste;reprobaiste
reprobaió;reprobaio
reprobaremos;reprobaremos
reprobará;reprobara
reprobarán;reprobaran
reprobarás;reprobaras
reprobaré;reprobare
reprobaí;reprobai
reprobaía;reprobaia
reprobaíamos;reprobaiamos
reprobaían;reprobaian
reprobaías;reprobaias
reproducieron;reprodusieron
reproducimos;reprodusimos
reproduciremos;reproduziremos
reproducirseemos;reproduzirseemos
reproducirseá;reproduzirsea
reproducirseán;reproduzirsean
reproducirseás;reproduzirseas
reproducirseé;reproduzirsee
reproducirsieron;reproduzirsieron
reproducirsimos;reproduzirsimos
reproducirsiste;reproduzirsiste
reproducirsió;reproduzirsio
reproducirsí;reproduzirsi
reproducirsía;reproduzirsia
reproducirsíamos;reproduzirsiamos
reproducirsían;reproduzirsian
reproducirsías;reproduzirsias
reproducirá;reproduzira
reproducirán;reproduziran
reproducirás;reproduziras
reproduciré;reproduzire
reproduciste;reprodusiste
reprodució;reprodusio
reproducí;reproduci
reproducía;reproducia
reproducíamos;reproduciamos
reproducían;reproducian
reproducías;reproducias
república;republika
requerieron;rekerieron
requerimos;rekerimos
requeriremos;rekeriremos
requerirá;rekerira
requerirán;rekeriran
requerirás;rekeriras
requeriré;rekerire
requeriste;rekeriste
requerió;rekerio
requerí;rekeri
requería;rekeria
requeríamos;rekeriamos
requerían;rekerian
requerías;rekerias
resaberemos;resaberemos
resaberá;resabera
resaberán;resaberan
resaberás;resaberas
resaberé;resabere
resabieron;resabieron
resabimos;resabimos
resabiste;resabiste
resabió;resabio
resabí;resabi
resabía;resabia
resabíamos;resabiamos
resabían;resabian
resabías;resabias
resarcieron;resarsieron
resarcimos;resarsimos
resarciremos;resarziremos
resarcirá;resarzira
resarcirán;resarziran
resarcirás;resarziras
resarciré;resarzire
resarciste;resarsiste
resarció;resarsio
resarcí;resarci
resarcía;resarcia
resarcíamos;resarciamos
resarcían;resarcian
resarcías;resarcias
resecaieron;resekaieron
resecaimos;resekaimos
resecaiste;resekaiste
resecaió;resekaio
resecaremos;resekaremos
resecará;resekara
resecarán;resekaran
resecarás;resekaras
resecaré;resekare
resecaí;resekai
resecaía;resekaia
resecaíamos;resekaiamos
resecaían;resekaian
resecaías;resekaias
reserva;rezerva
resfriada;yelada
resfriado;yelado
resfriaieron;resfriaieron
resfriaimos;resfriaimos
resfriaiste;resfriaiste
resfriaió;resfriaio
resfriaremos;resfriaremos
resfriarse;aferrar abashada
resfriará;resfriara
resfriarán;resfriaran
resfriarás;resfriaras
resfriaré;resfriare
resfriaí;resfriai
resfriaía;resfriaia
resfriaíamos;resfriaiamos
resfriaían;resfriaian
resfriaías;resfriaias
resollaieron;resoyaieron
resollaimos;resoyaimos
resollaiste;resoyaiste
resollaió;resoyaio
resollaremos;resoyaremos
resollará;resoyara
resollarán;resoyaran
resollarás;resoyaras
resollaré;resoyare
resollaí;resoyai
resollaía;resoyaia
resollaíamos;resoyaiamos
resollaían;resoyaian
resollaías;resoyaias
resolver;rezolver
resonaieron;resonaieron
resonaimos;resonaimos
resonaiste;resonaiste
resonaió;resonaio
resonaremos;resonaremos
resonará;resonara
resonarán;resonaran
resonarás;resonaras
resonaré;resonare
resonaí;resonai
resonaía;resonaia
resonaíamos;resonaiamos
resonaían;resonaian
resonaías;resonaias
respeta;respekta
respeto;respekto
resplandeceremos;resplandeseremos
resplandecerá;resplandesera
resplandecerán;resplandeseran
resplandecerás;resplandeseras
resplandeceré;resplandesere
resplandecieron;resplandesieron
resplandecimos;resplandesimos
resplandeciste;resplandesiste
resplandeció;resplandesio
resplandecí;resplandesi
resplandecía;resplandesia
resplandecíamos;resplandesiamos
resplandecían;resplandesian
resplandecías;resplandesias
responder;responder
responsabilidad;responsabilitad
respuesta;repuesta
restableceremos;restableseremos
restablecerá;restablesera
restablecerán;restableseran
restablecerás;restableseras
restableceré;restablesere
restablecieron;restablesieron
restablecimos;restablesimos
restableciste;restablesiste
restableció;restablesio
restablecí;restablesi
restablecía;restablesia
restablecíamos;restablesiamos
restablecían;restablesian
restablecías;restablesias
restaurante;restorante
restaurar;restorar
restituieron;restituieron
restituimos;restituimos
restituiremos;restituiremos
restituirá;restituira
restituirán;restituiran
restituirás;restituiras
restituiré;restituire
restituiste;restituiste
restituió;restituio
restituí;restitui
restituía;restituia
restituíamos;restituiamos
restituían;restituian
restituías;restituias
restregaieron;restregaieron
restregaimos;restregaimos
restregaiste;restregaiste
restregaió;restregaio
restregaremos;restregaremos
restregará;restregara
restregarán;restregaran
restregarás;restregaras
restregaré;restregare
restregaí;restregai
restregaía;restregaia
restregaíamos;restregaiamos
restregaían;restregaian
restregaías;restregaias
restringieron;restrindjieron
restringimos;restrindjimos
restringiremos;restrindjiremos
restringirá;restrindjira
restringirán;restrindjiran
restringirás;restrindjiras
restringiré;restrindjire
restringiste;restrindjiste
restringió;restrindjio
restringí;restringi
